,id,app_name,genres,tags,specs,combined_features
2656,406560,metal gear solid v the phantom painsneaking suit naked snake,action,action,singleplayer,action action singleplayer
2657,587410,hmm founders packgold edition,action,strategy,multiplayer,action strategy multiplayer
2658,775210,jump gunners original soundtrack,action,action,singleplayer,action action singleplayer
2659,231478,coh 2german skin h winter ambush pattern,strategy,strategy,singleplayer,strategy strategy singleplayer
2660,708930,dice,casual,indie,singleplayer,casual indie singleplayer
2661,672271,car mechanic simulator 2018dodge dlc,racing,simulation,singleplayer,racing simulation singleplayer
2662,502280,berserk and the band of the hawk,action,anime,singleplayer,action anime singleplayer
2663,705390,ayas journey,adventure,early access,singleplayer,adventure early access singleplayer
2664,535000,exit,casual,indie,singleplayer,casual indie singleplayer
2665,531720,rescue bear operationmoo bucket,action,action,singleplayer,action action singleplayer
2666,432980,inversus deluxe,action,action,singleplayer,action action singleplayer
2667,99611,civilization vciv and scenario pack denmark the vikings,strategy,strategy,singleplayer,strategy strategy singleplayer
2668,436605,rocksmith 2014 extremeplay with me,casual,casual,singleplayer,casual casual singleplayer
2669,514810,eldritch hunter,action,action,singleplayer,action action singleplayer
2670,313374,middleearth shadow of mordordeadly archer rune,action,action,singleplayer,action action singleplayer
2671,491490,fsx steam edition rockwell b1b lancer addon,simulation,simulation,singleplayer,simulation simulation singleplayer
2672,370670,the tale of a common man,adventure,rpg,singleplayer,adventure rpg singleplayer
2673,527407,honey roseabove and beyond tier,action,strategy,singleplayer,action strategy singleplayer
2674,501190,axis football 2016,simulation,sports,singleplayer,simulation sports singleplayer
2675,258371,rocksmith 2014 bz song pack,casual,casual,singleplayer,casual casual singleplayer
2676,606300,divine ascent,casual,casual,singleplayer,casual casual singleplayer
2677,416330,revolt,action,action,singleplayer,action action singleplayer
2678,436634,rocksmith 2014 90s mix song pack,casual,casual,singleplayer,casual casual singleplayer
2679,371500,grey cubes,action,action,singleplayer,action action singleplayer
2680,603860,hexagon defense,indie,indie,singleplayer,indie indie singleplayer
2681,458230,infinite shooter,action,indie,singleplayer,action indie singleplayer
2682,331510,amphora,adventure,indie,singleplayer,adventure indie singleplayer
2683,523580,rescue bear operationlucha libre mask,action,action,singleplayer,action action singleplayer
2684,359670,vagrant hearts 2,adventure,rpg,singleplayer,adventure rpg singleplayer
2685,690950,skeleton sprint,adventure,early access,singleplayer,adventure early access singleplayer
2686,732010,brainyjoy,casual,indie,singleplayer,casual indie singleplayer
2687,451340,gold rush the game,indie,simulation,singleplayer,indie simulation singleplayer
2688,41014,serious sam hd the second encounter,action,fps,singleplayer,action fps singleplayer
2689,478046,zaccaria pinballwinter sports table,casual,free to play,singleplayer,casual free to play singleplayer
2690,275570,summoner,action,rpg,singleplayer,action rpg singleplayer
2691,244090,sid meiers ace patrol pacific skies,casual,strategy,singleplayer,casual strategy singleplayer
2692,627690,idle champions of the forgotten realms,action,early access,singleplayer,action early access singleplayer
2693,617560,dreamplan,animation amp modeling,designillustration,none,animation amp modeling designillustration none
2694,283000,strategic war in europe,indie,strategy,singleplayer,indie strategy singleplayer
2695,408880,heal them all,casual,casual,singleplayer,casual casual singleplayer
2696,203990,satazius,action,shoot em up,singleplayer,action shoot em up singleplayer
2697,576980,western 1849 reloaded,action,action,singleplayer,action action singleplayer
2698,329660,silent service,simulation,simulation,singleplayer,simulation simulation singleplayer
2699,513116,ts marketplace dd35 demonstrator addon,simulation,simulation,singleplayer,simulation simulation singleplayer
2700,313400,revolver360 reactor,action,action,singleplayer,action action singleplayer
2701,702200,lost with dinosaurs,action,adventure,singleplayer,action adventure singleplayer
2702,291370,undead overlord,indie,early access,singleplayer,indie early access singleplayer
2703,258655,train simulator metronorth p32 acdm genesis loco addon,simulation,simulation,singleplayer,simulation simulation singleplayer
2704,674360,orb flo,casual,indie,singleplayer,casual indie singleplayer
2705,574677,vrc pro rallyx pack,action,action,singleplayer,action action singleplayer
2706,665300,stream avatars,animation amp modeling,video production,none,animation amp modeling video production none
2707,377660,blockwick 2,casual,indie,singleplayer,casual indie singleplayer
2708,399890,the secret order 2 masked intent,adventure,casual,singleplayer,adventure casual singleplayer
2709,603780, arcane preraise ,adventure,rpg,singleplayer,adventure rpg singleplayer
2710,565810,broken sword 3 soundtrack,adventure,adventure,singleplayer,adventure adventure singleplayer
2711,559930,causality,casual,casual,singleplayer,casual casual singleplayer
2712,399836,awesomenautsskree announcer,action,strategy,singleplayer,action strategy singleplayer
2713,634700,plutonium,action,adventure,singleplayer,action adventure singleplayer
2714,575910,trump simulator 2017,action,indie,singleplayer,action indie singleplayer
2715,614290,fantasy grounds5e minidungeon 022 pleasure den 5e,indie,strategy,multiplayer,indie strategy multiplayer
2716,662330,bio soup,adventure,indie,singleplayer,adventure indie singleplayer
2717,321470,euro fishing manor farm lake,simulation,simulation,singleplayer,simulation simulation singleplayer
2718,580890,arrow heads,action,action,singleplayer,action action singleplayer
2719,582570,xplane 11global scenery africa,simulation,simulation,singleplayer,simulation simulation singleplayer
2720,265144,shandalar card collection,strategy,strategy,singleplayer,strategy strategy singleplayer
2721,756600,triangas project battle splash 20,action,action,singleplayer,action action singleplayer
2722,333220,cherry tree high i my girls,indie,indie,singleplayer,indie indie singleplayer
2723,701890,starzine,action,indie,singleplayer,action indie singleplayer
2724,574964,wars across the wolrd bulge 1944,indie,strategy,singleplayer,indie strategy singleplayer
2725,592470,fourchords guitar karaokejessie j,casual,indie,singleplayer,casual indie singleplayer
2726,751831,endless space 2little grin man update,strategy,strategy,singleplayer,strategy strategy singleplayer
2727,751160,hazard perception test uk 201718 bundledriving test success,education,education,none,education education none
2728,342816,rocksmith 2014 stone sourthrough glass,casual,casual,singleplayer,casual casual singleplayer
2729,703470,rpg maker vx acecinematic drums,design amp illustration,designillustration,downloadable content,design amp illustration designillustration downloadable content
2730,42902,hearts of iron iii semper fi dies irae götterdämmerung,strategy,strategy,singleplayer,strategy strategy singleplayer
2731,391590,dream chamber,adventure,adventure,singleplayer,adventure adventure singleplayer
2732,390444,rocksmith 2014 the offspringall i want,casual,casual,singleplayer,casual casual singleplayer
2733,304580,cityconomy service for your city,casual,simulation,singleplayer,casual simulation singleplayer
2734,283390,incoming forces,action,action,singleplayer,action action singleplayer
2735,546311,elite dangerous sidewinder variant pack,action,massively multiplayer,singleplayer,action massively multiplayer singleplayer
2736,503860,patterna,indie,puzzle,singleplayer,indie puzzle singleplayer
2737,514683,football manager touch 2017 starting from the bottom challenge,simulation,simulation,singleplayer,simulation simulation singleplayer
2738,492975,rocksmith 2014 a day to rememberim made of wax larry what are you made of,casual,casual,singleplayer,casual casual singleplayer
2739,503720,hero siegenethermancer skin,action,indie,singleplayer,action indie singleplayer
2740,313690,lego batman3 beyond gotham,action,lego,singleplayer,action lego singleplayer
2741,591503,pixel puzzles ultimatepuzzle pack russia,casual,strategy,singleplayer,casual strategy singleplayer
2742,545860,luke sidewalker,action,casual,singleplayer,action casual singleplayer
2743,403455,mugen soulsmega costume bundle 1,adventure,adventure,downloadable content,adventure adventure downloadable content
2744,346300,containment protocol,action,early access,singleplayer,action early access singleplayer
2745,636300,tommys honour,none,movie,captions available,none movie captions available
2746,563650,fantasy groundscold mountain 5e,indie,strategy,multiplayer,indie strategy multiplayer
2747,373400,europa universalis iv sounds from the communitykairis soundtrack,simulation,simulation,singleplayer,simulation simulation singleplayer
2748,457680,opus the day we found earth,adventure,indie,singleplayer,adventure indie singleplayer
2749,443780,string theory original soundtrack,casual,casual,singleplayer,casual casual singleplayer
2750,420825,facerig support for leap motion controller,animation amp modeling,video production,downloadable content,animation amp modeling video production downloadable content
2751,425920,essential helicopters,indie,indie,singleplayer,indie indie singleplayer
2752,463270,ghost 10,action,indie,singleplayer,action indie singleplayer
2753,334793,project carsus race car pack,racing,racing,singleplayer,racing racing singleplayer
2754,616500,star realmscolony wars,strategy,strategy,singleplayer,strategy strategy singleplayer
2755,211180,unmechanical,adventure,indie,singleplayer,adventure indie singleplayer
2756,212680,ftl faster than light,indie,roguelike,singleplayer,indie roguelike singleplayer
2757,64013,men of war assault squadskirmish pack,strategy,strategy,singleplayer,strategy strategy singleplayer
2758,314360,aritana and the harpys feather,adventure,indie,singleplayer,adventure indie singleplayer
2759,270490,the forest of doom,adventure,rpg,singleplayer,adventure rpg singleplayer
2760,342766,rocksmith 2014 seetherremedy,casual,casual,singleplayer,casual casual singleplayer
2761,206718,cities in motion design quirks,simulation,simulation,singleplayer,simulation simulation singleplayer
2762,364880,genesis of drones,action,action,singleplayer,action action singleplayer
2763,34410,death to spies moment of truth,action,stealth,singleplayer,action stealth singleplayer
2764,370910,kathy rain,adventure,pointclick,singleplayer,adventure pointclick singleplayer
2765,307420,world of gunsstarter pack,free to play,simulation,singleplayer,free to play simulation singleplayer
2766,412730,days under custody,adventure,indie,singleplayer,adventure indie singleplayer
2767,292140,final fantasy xiii2,rpg,jrpg,singleplayer,rpg jrpg singleplayer
2768,523504,yugioh arcv yuto v sylvio,simulation,simulation,singleplayer,simulation simulation singleplayer
2769,619711,immortal redneckdigital artbook,action,action,singleplayer,action action singleplayer
2770,16200,virtual families,casual,simulation,singleplayer,casual simulation singleplayer
2771,758290,gloria victissupporter pack,action,action,multiplayer,action action multiplayer
2772,455290,dashing dinos,action,action,local multiplayer,action action local multiplayer
2773,592200,super army of tentacles 3 the search for army of tentacles 2,adventure,adventure,singleplayer,adventure adventure singleplayer
2774,356250,gathering sky,adventure,indie,singleplayer,adventure indie singleplayer
2775,637711,rocksmith 2014 edition remastered 2010s mix song pack iii,casual,casual,singleplayer,casual casual singleplayer
2776,610560,tales of the lumminai,adventure,adventure,singleplayer,adventure adventure singleplayer
2777,289240,perimeter emperors testament,strategy,strategy,singleplayer,strategy strategy singleplayer
2778,434420,the chosen rpg,action,anime,singleplayer,action anime singleplayer
2779,622020,atv drifttricks,racing,racing,singleplayer,racing racing singleplayer
2780,203510,fortune summoners,action,anime,singleplayer,action anime singleplayer
2781,671880,tower offence,action,action,singleplayer,action action singleplayer
2782,424210,sodacity,action,indie,singleplayer,action indie singleplayer
2783,358143,variety costume set,action,action,singleplayer,action action singleplayer
2784,464513,red swan,action,action,singleplayer,action action singleplayer
2785,530060,overcookedthe lost morsel,action,action,singleplayer,action action singleplayer
2786,472770,help the game,indie,indie,singleplayer,indie indie singleplayer
2787,623261,ts marketplace baltimore and ohio gp30 liveries addon,simulation,simulation,singleplayer,simulation simulation singleplayer
2788,247370,mutant mudds deluxe,action,platformer,singleplayer,action platformer singleplayer
2789,399833,awesomenautsghosthouse announcer,action,strategy,singleplayer,action strategy singleplayer
2790,306000,super dungeon bros,action,action,singleplayer,action action singleplayer
2791,661890,logisticalegypt,casual,casual,singleplayer,casual casual singleplayer
2792,260570,gray matter,adventure,adventure,singleplayer,adventure adventure singleplayer
2793,679430,skyraine,indie,strategy,singleplayer,indie strategy singleplayer
2794,614770,beachhead desert war,action,action,singleplayer,action action singleplayer
2795,436604,rocksmith 2014 judas priestelectric eye,casual,casual,singleplayer,casual casual singleplayer
2796,45793,super street fighter iv arcade editioncomplete shoryuken pack,action,action,singleplayer,action action singleplayer
2797,736330,fidget spinner editorexpansion pack 1,action,strategy,singleplayer,action strategy singleplayer
2798,743400,3in1 bundle brain trainings,indie,indie,singleplayer,indie indie singleplayer
2799,330580,shark attack deathmatch 2,action,early access,singleplayer,action early access singleplayer
2800,111402,bunch of heroes horror pack,action,action,singleplayer,action action singleplayer
2801,283560,munich bus simulator,simulation,simulation,singleplayer,simulation simulation singleplayer
2802,610460,rise of balloons,adventure,adventure,singleplayer,adventure adventure singleplayer
2803,709140,a dream for aaron,action,early access,singleplayer,action early access singleplayer
2804,614004,xplane 11addon aerosoftairport john f kennedy international,simulation,simulation,singleplayer,simulation simulation singleplayer
2805,494080,natural selection 2skull n crossfire rifle,action,strategy,multiplayer,action strategy multiplayer
2806,449392,lego marvels avengers dlcmarvels agents of shield pack,action,action,singleplayer,action action singleplayer
2807,621560,logisticalnew zealand,casual,casual,singleplayer,casual casual singleplayer
2808,742280,yi and the thousand moons ost,adventure,adventure,singleplayer,adventure adventure singleplayer
2809,514331,mai shiranui debut costume set,action,action,singleplayer,action action singleplayer
2810,224960,tomb raider i,action,adventure,singleplayer,action adventure singleplayer
2811,702180,mafia is alive,casual,early access,multiplayer,casual early access multiplayer
2812,648290,project cars 2 fun pack dlc,racing,racing,downloadable content,racing racing downloadable content
2813,55203,homefront fire sale map,action,action,singleplayer,action action singleplayer
2814,502361,sengoku jidai mandate of heaven,strategy,strategy,singleplayer,strategy strategy singleplayer
2815,258389,rocksmith 2014 disturbedasylum,casual,casual,singleplayer,casual casual singleplayer
2816,610692,tabletop simulatorthree kingdoms redux,casual,strategy,singleplayer,casual strategy singleplayer
2817,419190,see no evil 2,none,movie,captions available,none movie captions available
2818,347620,gaokaolove100days,adventure,dating sim,singleplayer,adventure dating sim singleplayer
2819,576480,drunken fight simulator,action,early access,singleplayer,action early access singleplayer
2820,373000,family tree heritage platinum 9,education,software,none,education software none
2821,741314,spencer character for occult preraise,adventure,strategy,singleplayer,adventure strategy singleplayer
2822,393820,at the mountains of madness,action,early access,singleplayer,action early access singleplayer
2823,496610,push the crate,casual,indie,singleplayer,casual indie singleplayer
2824,456440,the orphan dreams,adventure,adventure,singleplayer,adventure adventure singleplayer
2825,672880,superwurfels,action,action,singleplayer,action action singleplayer
2826,223000,7 wonders ancient alien makeover,strategy,casual,singleplayer,strategy casual singleplayer
2827,387590,diving normal,none,movie,none,none movie none
2828,591050,jet hero 6000 star,action,strategy,singleplayer,action strategy singleplayer
2829,390432,rocksmith 2014 megadethtornado of souls,casual,casual,singleplayer,casual casual singleplayer
2830,535910,meowjong,casual,casual,singleplayer,casual casual singleplayer
2831,290870,steam squad,indie,strategy,singleplayer,indie strategy singleplayer
2832,407822,pool nation fxunlock decals,casual,strategy,singleplayer,casual strategy singleplayer
2833,320140,absolute drift,action,racing,singleplayer,action racing singleplayer
2834,604930,switchor die trying soundtrack,adventure,adventure,singleplayer,adventure adventure singleplayer
2835,297960,motogp14 laguna seca red bull us grand prix,racing,racing,singleplayer,racing racing singleplayer
2836,512540,ark scorched earthexpansion pack,action,survival,singleplayer,action survival singleplayer
2837,15400,harvest massive encounter,strategy,strategy,singleplayer,strategy strategy singleplayer
2838,643180,a blood story,none,movie,none,none movie none
2839,500840,virtual battlemap dlcthank you pack,design amp illustration,designillustration,singleplayer,design amp illustration designillustration singleplayer
2840,555863,paint scheme pack 6,racing,racing,singleplayer,racing racing singleplayer
2841,385570,fantasy groundsdd elemental evil players companion,indie,strategy,multiplayer,indie strategy multiplayer
2842,413840,electric highwaysost,adventure,adventure,singleplayer,adventure adventure singleplayer
2843,682380,tree of saviorreset pack for na servers,free to play,free to play,mmo,free to play free to play mmo
2844,721141,marvel vs capcom infinitechunli casual costume,action,action,singleplayer,action action singleplayer
2845,369801,rocksmith 2014 social distortionreach for the sky,casual,casual,singleplayer,casual casual singleplayer
2846,568980,tom clancys rainbow six siegepulse bushido set,action,action,singleplayer,action action singleplayer
2847,724980,winter warland,action,indie,online multiplayer,action indie online multiplayer
2848,532600,sweet candy mahjong,casual,indie,singleplayer,casual indie singleplayer
2849,590630,fantasy groundsa wedding at axebridge rmc,indie,strategy,multiplayer,indie strategy multiplayer
2850,397420,hoyle official card games,casual,casual,singleplayer,casual casual singleplayer
2851,284020,freddi fish and luthers maze madness,adventure,casual,singleplayer,adventure casual singleplayer
2852,374520,champions of anteria,rpg,strategy,singleplayer,rpg strategy singleplayer
2853,312560,xanadu next,action,rpg,singleplayer,action rpg singleplayer
2854,645420,entwined strings of deception,adventure,adventure,singleplayer,adventure adventure singleplayer
2855,425150,assassins vs pirates,action,action,multiplayer,action action multiplayer
2856,434930,giant,action,indie,singleplayer,action indie singleplayer
2857,413740,mines of mars,indie,early access,singleplayer,indie early access singleplayer
2858,476530,children of a dead earth,simulation,strategy,singleplayer,simulation strategy singleplayer
2859,611850,tragedy of prince rupert,action,action,singleplayer,action action singleplayer
2860,558690,discouraged workersback to the basic,adventure,indie,singleplayer,adventure indie singleplayer
2861,515990,just bonesjust bonus track,indie,indie,singleplayer,indie indie singleplayer
2862,372540,the lost mythologies,action,free to play,singleplayer,action free to play singleplayer
2863,377890,blue libra,action,strategy,singleplayer,action strategy singleplayer
2864,494100,enigma,adventure,adventure,singleplayer,adventure adventure singleplayer
2865,419020,wishmere,action,action,singleplayer,action action singleplayer
2866,671850,dormant world,action,action,singleplayer,action action singleplayer
2867,642780,musiceuropa universalis iv the rus awakening,simulation,strategy,singleplayer,simulation strategy singleplayer
2868,394561,pinball arcade season five pro pack,free to play,free to play,singleplayer,free to play free to play singleplayer
2869,499570,funfair ride simulator 3ride pack 2,simulation,simulation,singleplayer,simulation simulation singleplayer
2870,777910,robotpencil presents understanding 3d for concept,none,designillustration,none,none designillustration none
2871,473850,the centerark expansion map,action,survival,singleplayer,action survival singleplayer
2872,359495,proud souls 200000,action,action,singleplayer,action action singleplayer
2873,590243,rocksmith 2014 edition remastered panteramouth for war,casual,casual,singleplayer,casual casual singleplayer
2874,321940,moorhuhn tiger and chicken,action,rpg,singleplayer,action rpg singleplayer
2875,721711,how to fool a liar kinginsert song issho ni,adventure,adventure,singleplayer,adventure adventure singleplayer
2876,655040,deltaplan simulator,action,action,singleplayer,action action singleplayer
2877,747040,tales of escapesleepy hollow vr,adventure,adventure,singleplayer,adventure adventure singleplayer
2878,383020,a family of grave diggers,action,early access,singleplayer,action early access singleplayer
2879,1280,darkest hour europe 4445,action,world war ii,multiplayer,action world war ii multiplayer
2880,438030,dead6hot,action,action,singleplayer,action action singleplayer
2881,288710,demolition master 3d,casual,simulation,singleplayer,casual simulation singleplayer
2882,320790,fabula mortis,action,action,multiplayer,action action multiplayer
2883,313780,conarium,adventure,adventure,singleplayer,adventure adventure singleplayer
2884,327670,ironcast,indie,strategy,singleplayer,indie strategy singleplayer
2885,115110,stacking,adventure,adventure,singleplayer,adventure adventure singleplayer
2886,573790,imperium galactica,strategy,strategy,singleplayer,strategy strategy singleplayer
2887,577402,pixel puzzles ultimatepuzzle pack pp2 anime,adventure,adventure,singleplayer,adventure adventure singleplayer
2888,404790,godot engine,utilities,utilities,partial controller support,utilities utilities partial controller support
2889,341060,the lady,action,indie,singleplayer,action indie singleplayer
2890,662352,assassins creed originsroman centurion pack,action,action,singleplayer,action action singleplayer
2891,381191,switch galaxy ultra music pack 1,action,action,singleplayer,action action singleplayer
2892,308030,fantasy grounds35epfrpg 1 on 1 adventure 2 the star of olinder,indie,rpg,multiplayer,indie rpg multiplayer
2893,562378,train simulator wutachtalbahn lauchringen immendingen route addon,simulation,simulation,singleplayer,simulation simulation singleplayer
2894,340070,battle ranch pigs vs plants,casual,indie,singleplayer,casual indie singleplayer
2895,7770,xcom enforcer,strategy,strategy,singleplayer,strategy strategy singleplayer
2896,34288,eternal champions,action,action,singleplayer,action action singleplayer
2897,698830,puzzle dating,casual,indie,singleplayer,casual indie singleplayer
2898,381790,vrc pro deluxe offroad tracks 2,action,action,singleplayer,action action singleplayer
2899,476352,superfightthe expansion one deck,casual,strategy,singleplayer,casual strategy singleplayer
2900,373670,arkhelom 3d,action,action,singleplayer,action action singleplayer
2901,658381,jack for athopiu,adventure,strategy,singleplayer,adventure strategy singleplayer
2902,344790,mystery masters psycho train deluxe edition,adventure,casual,singleplayer,adventure casual singleplayer
2903,335290,farming simulator 15itrunner,simulation,simulation,singleplayer,simulation simulation singleplayer
2904,16866,civilization vexplorers map pack,strategy,strategy,singleplayer,strategy strategy singleplayer
2905,210015,resident evil operation raccoon citypower weapons pack,action,action,singleplayer,action action singleplayer
2906,6920,deus ex invisible war,action,cyberpunk,singleplayer,action cyberpunk singleplayer
2907,320520,oscura lost light,adventure,indie,singleplayer,adventure indie singleplayer
2908,358880,orbital gear soundtrack,action,action,singleplayer,action action singleplayer
2909,530390,slayaway camp,casual,puzzle,singleplayer,casual puzzle singleplayer
2910,475310,54 the directors cut,none,movie,captions available,none movie captions available
2911,465000,event horizon,action,early access,singleplayer,action early access singleplayer
2912,383610,yargissoundtrack artwork,action,strategy,downloadable content,action strategy downloadable content
2913,414070,shut up and dig,action,early access,singleplayer,action early access singleplayer
2914,549200,a10c operation piercing fury campaign,simulation,simulation,singleplayer,simulation simulation singleplayer
2915,667340,anxiety,adventure,indie,singleplayer,adventure indie singleplayer
2916,40200,itzabitza,casual,family friendly,singleplayer,casual family friendly singleplayer
2917,383230,dungeon souls,action,rpg,singleplayer,action rpg singleplayer
2918,523507,yugioh arcv gong v kit,simulation,simulation,singleplayer,simulation simulation singleplayer
2919,589010,fantasy groundsnecropolis 2350 player guide savage worlds,indie,strategy,multiplayer,indie strategy multiplayer
2920,326021,ts marketplace dia 1146 hto 21t coal hopper wagon pack,simulation,simulation,singleplayer,simulation simulation singleplayer
2921,211600,thief gold,action,stealth,singleplayer,action stealth singleplayer
2922,305184,sniper elite 3sniper rifles pack,action,action,singleplayer,action action singleplayer
2923,405520,warhammer 40000 armageddonork hunters,strategy,strategy,singleplayer,strategy strategy singleplayer
2924,447240,zasaan ai story,casual,casual,singleplayer,casual casual singleplayer
2925,552580,jades journey,adventure,adventure,singleplayer,adventure adventure singleplayer
2926,382650,the man from orlando,none,comedy,none,none comedy none
2927,575780,inner silence,action,action,singleplayer,action action singleplayer
2928,600960,twin star exorcists,none,anime,none,none anime none
2929,751200,puzzle tactics,indie,indie,singleplayer,indie indie singleplayer
2930,404040,lords of magic special edition,rpg,rpg,singleplayer,rpg rpg singleplayer
2931,462390,aragamidigital artbook,action,adventure,singleplayer,action adventure singleplayer
2932,71115,virtua fighter 2,action,action,singleplayer,action action singleplayer
2933,632060,last stitch goodnight official soundtrack,action,action,singleplayer,action action singleplayer
2934,750230,tom clancys ghost recon wildlandsghost war pass,action,action,singleplayer,action action singleplayer
2935,467500,pixel puzzles ultimatepuzzle pack cats,casual,indie,singleplayer,casual indie singleplayer
2936,360421,fantasy groundsdd monster packcelestialsfiends,indie,strategy,multiplayer,indie strategy multiplayer
2937,477770,ride 2,racing,racing,singleplayer,racing racing singleplayer
2938,8250,sammax 106 bright side of the moon,action,adventure,singleplayer,action adventure singleplayer
2939,436650,rocksmith 2014 incubus song pack ii,casual,casual,singleplayer,casual casual singleplayer
2940,205080,bittrip fate,action,action,singleplayer,action action singleplayer
2941,498910,red vs blue recreation volume 7,none,fantasy,captions available,none fantasy captions available
2942,449160,land it rocket,action,action,singleplayer,action action singleplayer
2943,262060,darkest dungeon,indie,turnbased combat,singleplayer,indie turnbased combat singleplayer
2944,524050,salmon ninja,action,action,singleplayer,action action singleplayer
2945,706330,trivia vault mini mixed trivia 2,action,simulation,singleplayer,action simulation singleplayer
2946,577358,train sim world rapid transit,simulation,simulation,singleplayer,simulation simulation singleplayer
2947,531601,game character hub pe ds generator parts,design amp illustration,designillustration,downloadable content,design amp illustration designillustration downloadable content
2948,301111,call of duty ghostshydra pack,action,action,singleplayer,action action singleplayer
2949,1002,rag doll kung fu,indie,indie,singleplayer,indie indie singleplayer
2950,342090,the clanssaga of the twins,adventure,rpg,singleplayer,adventure rpg singleplayer
2951,487020,fantasy mosaics 14 fourth color,casual,casual,singleplayer,casual casual singleplayer
2952,206107,rocksmiththe black keys 3song pack,casual,casual,singleplayer,casual casual singleplayer
2953,386870,playing history 2slave trade,adventure,adventure,singleplayer,adventure adventure singleplayer
2954,361470,metal slug defensekof pack vol1,action,action,singleplayer,action action singleplayer
2955,656280,fractus,action,indie,singleplayer,action indie singleplayer
2956,427310,leprechaun 3,none,movie,captions available,none movie captions available
2957,305185,sniper elite 3axis weapons pack,action,action,singleplayer,action action singleplayer
2958,509684,rocksmith 2014 edition remastered green day21 guns,casual,casual,singleplayer,casual casual singleplayer
2959,544260,legendary tracks part 1 imola,racing,simulation,singleplayer,racing simulation singleplayer
2960,724130,radar warfare,action,action,singleplayer,action action singleplayer
2961,657020,save dash,action,action,singleplayer,action action singleplayer
2962,261220,true gentlemen pack,casual,indie,singleplayer,casual indie singleplayer
2963,642200,tom clancys rainbow six siegemute gravel blast set,action,action,singleplayer,action action singleplayer
2964,680790,fantasy groundsdeities of the haunted highlands castlescrusades,indie,strategy,multiplayer,indie strategy multiplayer
2965,100980,3dcoat v48,animation amp modeling,animationmodeling,steam cloud,animation amp modeling animationmodeling steam cloud
2966,704500,magic and challenge rpg,casual,rpg,singleplayer,casual rpg singleplayer
2967,280640,dark shadowsarmy of evil,action,indie,singleplayer,action indie singleplayer
2968,427810,calendula,indie,indie,singleplayer,indie indie singleplayer
2969,204560,confrontation,action,rpg,singleplayer,action rpg singleplayer
2970,525520,talismanthe firelands expansion,indie,strategy,singleplayer,indie strategy singleplayer
2971,429530,falcon 40,simulation,simulation,singleplayer,simulation simulation singleplayer
2972,353140,fsx steam editionpiper pa28 cherokee 180f addon,simulation,simulation,singleplayer,simulation simulation singleplayer
2973,714831,legend of handsoundtrack,adventure,adventure,singleplayer,adventure adventure singleplayer
2974,732290,schatte the witch and the fake shadow,action,indie,singleplayer,action indie singleplayer
2975,73119,magicka tower of niflheim,action,rpg,singleplayer,action rpg singleplayer
2976,662230,trendpoker 3d community edition,casual,massively multiplayer,singleplayer,casual massively multiplayer singleplayer
2977,271421,rocksmith 2014 9mm parabellum bulletpunishment,casual,casual,singleplayer,casual casual singleplayer
2978,423800,automata empire,indie,strategy,singleplayer,indie strategy singleplayer
2979,713940,blaster cop,action,indie,singleplayer,action indie singleplayer
2980,622240,fantasy groundsddraig gochs tyranny 5 token pack,indie,strategy,multiplayer,indie strategy multiplayer
2981,569400,pixel puzzles ultimatepuzzle pack wolves,action,strategy,singleplayer,action strategy singleplayer
2982,437620,obliteracersoriginal soundtrack,none,none,downloadable content,none none downloadable content
2983,667000,casus belli battle of annihilation,strategy,violent,singleplayer,strategy violent singleplayer
2984,684720,battlegun,action,action,multiplayer,action action multiplayer
2985,222603,train simulator sheerness branch extension route addon,simulation,simulation,singleplayer,simulation simulation singleplayer
2986,249085,coh 2german commander mechanized assault doctrine,strategy,strategy,singleplayer,strategy strategy singleplayer
2987,477880,yomawari night alone 夜廻digital art book デジタルアートブック,none,none,downloadable content,none none downloadable content
2988,560050,xmas shootingscramble,action,action,singleplayer,action action singleplayer
2989,527010,tempestoriginal soundtrack,action,action,singleplayer,action action singleplayer
2990,323490,oblivious garden carmina burana,adventure,anime,singleplayer,adventure anime singleplayer
2991,482220,pale blue gullwingspale blue visor,action,action,singleplayer,action action singleplayer
2992,292200,crazy plant shop,casual,casual,singleplayer,casual casual singleplayer
2993,383510,grand designer pro,animation amp modeling,designillustration,downloadable content,animation amp modeling designillustration downloadable content
2994,459240,samoliotiksoundtrack,action,action,singleplayer,action action singleplayer
2995,332200,axiom verge,action,metroidvania,singleplayer,action metroidvania singleplayer
2996,679150,fantasy groundsfantasy skin savage worlds,indie,strategy,multiplayer,indie strategy multiplayer
2997,327410,a bird story,adventure,indie,singleplayer,adventure indie singleplayer
2998,489851,football manager touch 2017son generated,simulation,simulation,singleplayer,simulation simulation singleplayer
2999,412660,klang,action,action,singleplayer,action action singleplayer
3000,292240,spy fox 2 some assembly required,adventure,adventure,singleplayer,adventure adventure singleplayer
3001,741320,the song of terminus終焉的迴響護界者之歌,action,early access,singleplayer,action early access singleplayer
3002,648510,choice of the star captain,adventure,indie,singleplayer,adventure indie singleplayer
3003,341300,modern combat,action,strategy,singleplayer,action strategy singleplayer
3004,696460,pixel traffic circle rush,casual,racing,singleplayer,casual racing singleplayer
3005,518370,livelock original soundtrack,action,action,singleplayer,action action singleplayer
3006,357890,vortex attack ボルテックスアタック,action,indie,singleplayer,action indie singleplayer
3007,750040,finger ninja,casual,indie,singleplayer,casual indie singleplayer
